example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed,sample_uid,fs224_mean_ms,fs224_median_ms,fs224_p90_ms,fs224_std_ms,fs224_repeats_ms,fs224_error,fs224_cache_build_ms_for_video,fs112_mean_ms,fs112_median_ms,fs112_p90_ms,fs112_std_ms,fs112_repeats_ms,fs112_error,fs112_cache_build_ms_for_video,verifier_mean_ms,verifier_median_ms,verifier_p90_ms,verifier_std_ms,verifier_repeats_ms,verifier_error
165,"{""choices"": ""[\""Two teenage males\"", \""Two teenage females\"", \""Two elderly females\"", \""A teenage female, a teenage male\""]"", ""correct_choice"": ""B"", ""question"": ""Who is the earliest character in the entire video?"", ""video_id"": ""FaV0tIaWWEg""}",FaV0tIaWWEg,Who is the earliest character in the entire video?,"[""Two teenage males"", ""Two teenage females"", ""Two elderly females"", ""A teenage female, a teenage male""]",entity recognition,B,C,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.25208401679992676,True,False,0.25208401679992676,True,False,llm,llm_verifier_disagreement,route_112,X,0.57,"X has slightly higher top1_prob and prob_margin, and lower entropy, so it is marginally more confident overall.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.57,""reason"":""X has slightly higher top1_prob and prob_margin, and lower entropy, so it is marginally more confident overall.""}",165,case3_low_confidence_disagree,3,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_63,160.79091033331375,160.11315800005832,160.11315800005832,2.755556203843532,"[157.8063659999316, 160.11315800005832, 164.45320699995136]",,26728.905240999666,413.0742353333214,413.25546099960775,413.25546099960775,4.015252239056725,"[413.25546099960775, 417.89877700011857, 408.0684680002378]",,19523.734261000754,,,,,,
553,"{""choices"": ""[\""NEW LAWSUIT ACCUSES DIDDY OF AIDING ANDABETTING HIS SON IN SEX ASSAULT ON A YACHT\"", \""FIGHTS FOR HER SON'S RETURN HOME\"", \""TOURISTS FLOCK TO LOCATIONS ALONGTHE SOLAR ECLIPSE PATH OF TOTALITY\"", \""MOTHER OF HOSTAGE TAKEN BY HAMAS FIGHTS FOR HER SON'S RETURN HOME\""]"", ""correct_choice"": ""A"", ""question"": ""What events does the reporter, who is wearing a yellow dress, report about in the restaurant?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,"What events does the reporter, who is wearing a yellow dress, report about in the restaurant?","[""NEW LAWSUIT ACCUSES DIDDY OF AIDING ANDABETTING HIS SON IN SEX ASSAULT ON A YACHT"", ""FIGHTS FOR HER SON'S RETURN HOME"", ""TOURISTS FLOCK TO LOCATIONS ALONGTHE SOLAR ECLIPSE PATH OF TOTALITY"", ""MOTHER OF HOSTAGE TAKEN BY HAMAS FIGHTS FOR HER SON'S RETURN HOME""]","entity recognition, event understanding, key information retrieval",A,D,A,0.0,1.0,route_224,prob_margin,0.3,lt,224,112,0.0,True,False,0.0,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,Y has higher top1_prob and much better prob_margin; overall confidence features favor Y despite similar entropy.,0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and much better prob_margin; overall confidence features favor Y despite similar entropy.""}",553,case3_low_confidence_disagree,4,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_64,155.69845633334958,157.33525300004203,157.33525300004203,3.5104778332606617,"[150.82101199993758, 158.93910400006916, 157.33525300004203]",,71284.08338600001,389.88155233346333,389.59690800038516,389.59690800038516,1.5373253446948032,"[391.8904990005103, 389.59690800038516, 388.1572499994945]",,54640.869916000156,,,,,,
660,"{""choices"": ""[\""Boss Baby\"", \""Zoey\"", \""JJ\"", \""Pablo\""]"", ""correct_choice"": ""B"", ""question"": ""Who is the third kid to slide into the pool?"", ""video_id"": ""uusf1qG_uZ4""}",uusf1qG_uZ4,Who is the third kid to slide into the pool?,"[""Boss Baby"", ""Zoey"", ""JJ"", ""Pablo""]",entity recognition,B,B,C,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.09554648399353027,True,False,0.09554648399353027,True,False,llm,llm_verifier_disagreement,route_224,X,0.61,"X has higher top1_prob and lower entropy overall, despite Y's slightly better margin.",0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has higher top1_prob and lower entropy overall, despite Y's slightly better margin.""}",660,case3_low_confidence_disagree,5,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_65,155.0977110000531,155.2693769999678,155.2693769999678,0.8116537432099731,"[155.9947670002657, 155.2693769999678, 154.0289889999258]",,112653.82593999994,388.86807833326503,388.62679500016384,388.62679500016384,1.676282663179524,"[391.03107699975226, 386.94636299987906, 388.62679500016384]",,86729.07289000068,,,,,,
631,"{""choices"": ""[\""Church\"", \""Hotel\"", \""Mall\"", \""Subway station\""]"", ""correct_choice"": ""A"", ""question"": ""Where does the vlogger go after crossing the street that has a no parking sign?"", ""video_id"": ""tH_5YbklevQ""}",tH_5YbklevQ,Where does the vlogger go after crossing the street that has a no parking sign?,"[""Church"", ""Hotel"", ""Mall"", ""Subway station""]","event understanding, key information retrieval",A,D,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.13605281710624695,True,False,0.13605281710624695,True,False,llm,llm_verifier_disagreement,route_112,X,0.61,"X has slightly higher top1_prob and prob_margin, with essentially similar entropy.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has slightly higher top1_prob and prob_margin, with essentially similar entropy.""}",631,case3_low_confidence_disagree,6,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_66,157.90892500005307,157.57362800013652,157.57362800013652,1.2174312358375865,"[159.5390679999582, 156.61407900006452, 157.57362800013652]",,48752.493248000064,409.9734996664968,410.0084429992421,410.0084429992421,0.04969194529141103,"[410.0084429992421, 410.0088309996863, 409.9032250005621]",,36864.70756499966,,,,,,
509,"{""choices"": ""[\""Do the laundry, wash her face, brush her teeth, comb her hair, and apply makeup\"", \""Wash her face, brush her teeth, and comb her hair\"", \""Do the laundry, wash her face, brush her teeth, and apply makeup\"", \""Do the laundry, wash her face, brush her teeth, and comb her hair\""]"", ""correct_choice"": ""D"", ""question"": ""What does the vlogger do in the washroom when she gets up?"", ""video_id"": ""gbDR39yIs3Y""}",gbDR39yIs3Y,What does the vlogger do in the washroom when she gets up?,"[""Do the laundry, wash her face, brush her teeth, comb her hair, and apply makeup"", ""Wash her face, brush her teeth, and comb her hair"", ""Do the laundry, wash her face, brush her teeth, and apply makeup"", ""Do the laundry, wash her face, brush her teeth, and comb her hair""]","event understanding, summarization",D,A,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.1312374472618103,True,False,0.1312374472618103,True,False,llm,llm_verifier_disagreement,route_224,Y,0.72,"Y has higher top1_prob and much larger prob_margin, with slightly lower entropy, so it looks more confident overall.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.72,""reason"":""Y has higher top1_prob and much larger prob_margin, with slightly lower entropy, so it looks more confident overall.""}",509,case3_low_confidence_disagree,7,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_67,156.6171326667245,156.7075279999699,156.7075279999699,1.0357641723984852,"[156.7075279999699, 155.30580600034227, 157.83806399986133]",,25776.746527999876,438.34607133339887,434.9467330002881,434.9467330002881,4.931752817320879,"[434.7715909998442, 445.31989000006433, 434.9467330002881]",,19948.42330499978,,,,,,
668,"{""choices"": ""[\""Three\"", \""Five\"", \""Six\"", \""Four\""]"", ""correct_choice"": ""B"", ""question"": ""How many dogs does Diana Vedyashinka perform with?"", ""video_id"": ""vZV2WCKMsKs""}",vZV2WCKMsKs,How many dogs does Diana Vedyashinka perform with?,"[""Three"", ""Five"", ""Six"", ""Four""]",event understanding,B,D,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.12062519788742065,True,False,0.12062519788742065,True,False,llm,llm_verifier_disagreement,route_112,Y,0.82,"Y has substantially higher top1_prob and prob_margin, with lower entropy overall.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.82,""reason"":""Y has substantially higher top1_prob and prob_margin, with lower entropy overall.""}",668,case3_low_confidence_disagree,8,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_68,158.82946900001116,158.52404799989017,158.52404799989017,0.5956868615465704,"[159.66210800002045, 158.30225100012285, 158.52404799989017]",,78464.5017800001,392.36640766648634,391.7390649994559,391.7390649994559,2.12444003500785,"[390.13553600034356, 391.7390649994559, 395.2246219996596]",,60891.08382399991,,,,,,
374,"{""choices"": ""[\""Pink\"", \""Black\"", \""White\"", \""Blue\""]"", ""correct_choice"": ""A"", ""question"": ""What color of the jacket does Sophia wear when she sees the crane status?"", ""video_id"": ""USfvmoalqsw""}",USfvmoalqsw,What color of the jacket does Sophia wear when she sees the crane status?,"[""Pink"", ""Black"", ""White"", ""Blue""]","event understanding, entity recognition",A,A,D,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.22129854559898376,True,False,0.22129854559898376,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has higher top1_prob and prob_margin, and lower entropy than Y.",0.0,False,,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has higher top1_prob and prob_margin, and lower entropy than Y.""}",374,case3_low_confidence_disagree,9,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_69,151.68460199993206,151.78302300000723,151.78302300000723,0.5296812078663922,"[151.78302300000723, 152.27849199982302, 150.99229099996592]",,96325.72602200025,396.393371666818,395.82325300034427,395.82325300034427,1.4458613614559872,"[395.82325300034427, 398.3790180000142, 394.9778440000955]",,75028.96585200052,,,,,,
546,"{""choices"": ""[\""Get the ball\"", \""High fives\"", \""Kick the ball\"", \""Shooting\""]"", ""correct_choice"": ""A"", ""question"": ""What are the actions of people in the first picture in the The Five Thing #4?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,What are the actions of people in the first picture in the The Five Thing #4?,"[""Get the ball"", ""High fives"", ""Kick the ball"", ""Shooting""]",entity recognition,A,A,B,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.036759257316589355,True,False,0.036759257316589355,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly higher top1_prob and prob_margin, with marginally lower entropy.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1_prob and prob_margin, with marginally lower entropy.""}",546,case3_low_confidence_disagree,10,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_70,152.1270776666673,151.72808900001655,151.72808900001655,1.3060119343193035,"[151.72808900001655, 153.88833600002272, 150.7648079999626]",,71284.08338600001,387.04067700048955,386.6039840004305,386.6039840004305,0.7284303884499337,"[388.06704000035097, 386.6039840004305, 386.45100700068724]",,54640.869916000156,,,,,,
622,"{""choices"": ""[\""Red\"", \""Black\"", \""Dark blue\"", \""White\""]"", ""correct_choice"": ""C"", ""question"": ""What color hat is the person communicating with the vlogger wearing before entering the national monument?"", ""video_id"": ""tH_5YbklevQ""}",tH_5YbklevQ,What color hat is the person communicating with the vlogger wearing before entering the national monument?,"[""Red"", ""Black"", ""Dark blue"", ""White""]",entity recognition,C,D,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.05038192868232727,True,False,0.05038192868232727,True,False,llm,llm_verifier_disagreement,route_112,X,0.67,"X has higher top1_prob and much larger prob_margin, with slightly lower entropy than Y.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has higher top1_prob and much larger prob_margin, with slightly lower entropy than Y.""}",622,case3_low_confidence_disagree,11,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_71,155.2645173333076,155.75293599977158,155.75293599977158,0.7187146069598823,"[155.79226099998777, 155.75293599977158, 154.24835500016343]",,48752.493248000064,410.57058399989427,410.526550999748,410.526550999748,0.3087047038201013,"[410.2164440000706, 410.526550999748, 410.9687569998641]",,36864.70756499966,,,,,,
665,"{""choices"": ""[\""She receives a hefty fine by mistake\"", \""She goes through a breakup\"", \""She doesn't like these kids\"", \""She doesn't like her job\""]"", ""correct_choice"": ""A"", ""question"": ""Why is the daycare teacher very irritable with the kids?"", ""video_id"": ""uusf1qG_uZ4""}",uusf1qG_uZ4,Why is the daycare teacher very irritable with the kids?,"[""She receives a hefty fine by mistake"", ""She goes through a breakup"", ""She doesn't like these kids"", ""She doesn't like her job""]",reasoning,A,A,C,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.10698920488357544,True,False,0.10698920488357544,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,X has higher top1_prob and a notably larger prob_margin; entropy is only slightly better for Y.,0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has higher top1_prob and a notably larger prob_margin; entropy is only slightly better for Y.""}",665,case3_low_confidence_disagree,12,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_72,152.96155899977748,152.97266799962017,152.97266799962017,0.12127538249321991,"[152.97266799962017, 153.10422399988965, 152.80778499982262]",,112653.82593999994,389.52760366646544,390.32733499971073,390.32733499971073,2.6776653241133475,"[390.32733499971073, 392.33322699965356, 385.922249000032]",,86729.07289000068,,,,,,
666,"{""choices"": ""[\""Four\"", \""One\"", \""Three\"", \""Two\""]"", ""correct_choice"": ""A"", ""question"": ""How many \""Yes\""does Bogart get?"", ""video_id"": ""vZV2WCKMsKs""}",vZV2WCKMsKs,"How many ""Yes""does Bogart get?","[""Four"", ""One"", ""Three"", ""Two""]",event understanding,A,C,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08034226298332214,True,False,0.08034226298332214,True,False,llm,llm_verifier_disagreement,route_224,X,0.56,"X has slightly higher top1_prob and margin, and lower entropy than Y.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly higher top1_prob and margin, and lower entropy than Y.""}",666,case3_low_confidence_disagree,13,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_73,159.05741666665563,158.65935800002262,158.65935800002262,0.633391322064442,"[158.65935800002262, 158.56150800004798, 159.95138399989628]",,78464.5017800001,390.81519266649894,391.250372000286,391.250372000286,0.9950593952913259,"[391.75655899998674, 389.43864699922415, 391.250372000286]",,60891.08382399991,,,,,,
39,"{""choices"": ""[\""River Politics\"", \""Electricity Tarrif Hike\"", \""Lagos Market Fire Aftermath\"", \""Drug Trafficking\""]"", ""correct_choice"": ""A"", ""question"": ""In which topic does a man wearing a beige cowboy hat, standing in front of a green podium appear while talking to a red microphone?"", ""video_id"": ""20lTg3yUrO4""}",20lTg3yUrO4,"In which topic does a man wearing a beige cowboy hat, standing in front of a green podium appear while talking to a red microphone?","[""River Politics"", ""Electricity Tarrif Hike"", ""Lagos Market Fire Aftermath"", ""Drug Trafficking""]","event understanding, entity recognition",A,C,A,0.0,1.0,route_224,prob_margin,0.3,lt,224,112,0.18620342016220093,True,False,0.18620342016220093,True,False,llm,llm_verifier_disagreement,route_112,X,0.97,"X has much stronger confidence: higher top1_prob and margin, lower entropy.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.97,""reason"":""X has much stronger confidence: higher top1_prob and margin, lower entropy.""}",39,case3_low_confidence_disagree,14,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_74,159.9306616665975,160.73420299971986,160.73420299971986,1.5479202060566977,"[160.73420299971986, 157.7654210000219, 161.29236100005073]",,52255.75269899992,404.5512693337514,403.74443600012455,403.74443600012455,2.3676023390404137,"[402.14042300067376, 403.74443600012455, 407.7689490004559]",,40123.04139400021,,,,,,
314,"{""choices"": ""[\""She is in a daze\"", \""She is sleeping\"", \""She is looking at the mirror\"", \""She is playing\""]"", ""correct_choice"": ""C"", ""question"": ""What does the fairy do on a stone near a river when the doll is floating on the river?"", ""video_id"": ""SRq0weUKskM""}",SRq0weUKskM,What does the fairy do on a stone near a river when the doll is floating on the river?,"[""She is in a daze"", ""She is sleeping"", ""She is looking at the mirror"", ""She is playing""]",event understanding,C,A,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.14307019114494324,True,False,0.14307019114494324,True,False,llm,llm_verifier_disagreement,route_224,X,0.57,"X has slightly better margin and lower entropy overall, despite Y's marginally higher top1_prob.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.57,""reason"":""X has slightly better margin and lower entropy overall, despite Y's marginally higher top1_prob.""}",314,case3_low_confidence_disagree,15,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_75,159.37363133328594,159.77545600026133,159.77545600026133,1.0776251692415861,"[160.44583199982299, 159.77545600026133, 157.89960599977348]",,36499.199829000194,413.08374533340003,413.7342840003839,413.7342840003839,1.0025035179726198,"[413.7342840003839, 413.84940199986886, 411.66754999994737]",,27583.41553199989,,,,,,
173,"{""choices"": ""[\""They are sleeping\"", \""They are fighting\"", \""They are mating\"", \""They are hunting\""]"", ""correct_choice"": ""A"", ""question"": ""What are the two deer seen in the first half of the video doing?"", ""video_id"": ""GcRKREorGSc""}",GcRKREorGSc,What are the two deer seen in the first half of the video doing?,"[""They are sleeping"", ""They are fighting"", ""They are mating"", ""They are hunting""]",reasoning,A,B,A,0.0,1.0,route_224,prob_margin,0.3,lt,224,112,0.26461975276470184,True,False,0.26461975276470184,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,"X has slightly stronger confidence on top1_prob and margin, and lower entropy than Y.",0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has slightly stronger confidence on top1_prob and margin, and lower entropy than Y.""}",173,case3_low_confidence_disagree,16,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_76,150.46018466667496,150.59448200008774,150.59448200008774,0.4039494912867683,"[150.87390600001527, 150.59448200008774, 149.91216599992185]",,66507.92411700058,478.4022566667166,395.4750419998163,395.4750419998163,118.51390061212061,"[646.0031890001119, 395.4750419998163, 393.72853900022164]",,50558.15198300024,,,,,,
73,"{""choices"": ""[\""5\"", \""3\"", \""4\"", \""2\""]"", ""correct_choice"": ""C"", ""question"": ""How many times has Ronaldo been on stage?"", ""video_id"": ""7HjNIPIgUg4""}",7HjNIPIgUg4,How many times has Ronaldo been on stage?,"[""5"", ""3"", ""4"", ""2""]",event understanding,C,B,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.2525099217891693,True,False,0.2525099217891693,True,False,llm,llm_verifier_disagreement,route_224,Y,0.82,"Y has stronger top1_prob and margin, with lower entropy overall.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.82,""reason"":""Y has stronger top1_prob and margin, with lower entropy overall.""}",73,case3_low_confidence_disagree,17,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_77,150.7058643333039,151.01533799997924,151.01533799997924,0.8011632037730853,"[151.01533799997924, 151.4950359996874, 149.6072190002451]",,92928.86191699973,403.9809013332463,403.64849100024,403.64849100024,1.6204000357302895,"[403.64849100024, 406.1106929993912, 402.1835200001078]",,71275.89124099995,,,,,,
154,"{""choices"": ""[\""The coach wearing the denim jacket\"", \""The coach wearing the floral sweater\"", \""The coach wearing the black jacket\"", \""The coach wearing the pink dress\""]"", ""correct_choice"": ""D"", ""question"": ""Who is the first coach to turn around during the third contestant's performance?"", ""video_id"": ""EwskdNETNx8""}",EwskdNETNx8,Who is the first coach to turn around during the third contestant's performance?,"[""The coach wearing the denim jacket"", ""The coach wearing the floral sweater"", ""The coach wearing the black jacket"", ""The coach wearing the pink dress""]",event understanding,D,D,C,1.0,0.0,route_112,prob_margin,0.3,lt,224,112,0.08964809775352478,True,False,0.08964809775352478,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly higher top1_prob and margin, with marginally lower entropy overall.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1_prob and margin, with marginally lower entropy overall.""}",154,case3_low_confidence_disagree,18,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_78,155.49988133322282,155.9179480000239,155.9179480000239,0.8618165370910009,"[156.2823149997712, 154.2993809998734, 155.9179480000239]",,50926.166535,407.7154076664253,406.02672200020606,406.02672200020606,3.529095770096242,"[404.4924379995791, 412.6270629994906, 406.02672200020606]",,38962.51160800057,,,,,,
555,"{""choices"": ""[\""1 to another 1\"", \""1 to 3\"", \""1 to 2\"", \""1 to 2\""]"", ""correct_choice"": ""D"", ""question"": ""What is the change in the number of camera images when the scene of a woman, who is interviewed with words of 'LEBANON, NJ 5:06PM' switched?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,"What is the change in the number of camera images when the scene of a woman, who is interviewed with words of 'LEBANON, NJ 5:06PM' switched?","[""1 to another 1"", ""1 to 3"", ""1 to 2"", ""1 to 2""]","entity recognition, key information retrieval",D,C,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.07672661542892456,True,False,0.07672661542892456,True,False,llm,llm_verifier_disagreement,route_224,X,0.58,"X has slightly higher top1_prob and prob_margin, with marginally lower entropy overall.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1_prob and prob_margin, with marginally lower entropy overall.""}",555,case3_low_confidence_disagree,19,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_79,153.48262799996823,153.03326699995523,153.03326699995523,1.0513413850392468,"[153.03326699995523, 154.93471799993586, 152.47989900001357]",,71284.08338600001,394.0248546668954,394.4634549998227,394.4634549998227,1.2148573136916079,"[392.3669650002921, 394.4634549998227, 395.2441440005714]",,54640.869916000156,,,,,,
605,"{""choices"": ""[\""Her right leg\"", \""Her right arm\"", \""Her wrist\"", \""Her left arm\""]"", ""correct_choice"": ""B"", ""question"": ""There is a song in which the singer wears a green bikini and has a piece of fabric tied around her body. Where is the green fabric tied to?"", ""video_id"": ""rk24OUu_kJQ""}",rk24OUu_kJQ,There is a song in which the singer wears a green bikini and has a piece of fabric tied around her body. Where is the green fabric tied to?,"[""Her right leg"", ""Her right arm"", ""Her wrist"", ""Her left arm""]",entity recognition,B,A,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08306390047073364,True,False,0.08306390047073364,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,"Y has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.",0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.""}",605,case3_low_confidence_disagree,20,150,0.2029769959,30,739,2026,case3_low_confidence_disagree_80,151.0337906664366,151.0336799997276,151.0336799997276,0.5211991674110242,"[151.0336799997276, 151.67218199985655, 150.39550999972562]",,76045.32345600001,393.54619766678906,392.95517100072175,392.95517100072175,4.1491313343428535,"[398.897494999801, 388.7859269998444, 392.95517100072175]",,57931.5875479997,,,,,,
