example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
1549,"{""choices"": ""[\""2->1->3->4\"", \""4->3->2->1\"", \""1->2->3->4\"", \""3->2->1->4\""]"", ""correct_choice"": ""C"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water."", ""video_id"": ""5_order/order_24""}",5_order/order_24,Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water.,"[""2->1->3->4"", ""4->3->2->1"", ""1->2->3->4"", ""3->2->1->4""]",order,C,C,D,1.0,0.0,route_112,prob_margin,0.8,lt,224,112,0.06079849600791931,True,False,0.06079849600791931,True,False,llm,llm_verifier_disagreement,route_112,Y,0.82,"Y has substantially stronger confidence signals (higher top1_prob and much larger margin), while X is comparatively weak.",0.0,False,,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.82,""reason"":""Y has substantially stronger confidence signals (higher top1_prob and much larger margin), while X is comparatively weak.""}"
1550,"{""choices"": ""[\""playing trombone --> playing harp --> paragliding --> stomping grapes\"", \""playing harp --> playing trombone --> paragliding --> stomping grapes\"", \""paragliding --> playing harp --> playing trombone --> stomping grapes\"", \""paragliding --> stomping grapes --> playing trombone --> playing harp\""]"", ""correct_choice"": ""A"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_240""}",5_order/order_240,Please identify the option that corresponds to the order of events as they occur in the video.,"[""playing trombone --> playing harp --> paragliding --> stomping grapes"", ""playing harp --> playing trombone --> paragliding --> stomping grapes"", ""paragliding --> playing harp --> playing trombone --> stomping grapes"", ""paragliding --> stomping grapes --> playing trombone --> playing harp""]",order,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.11687770485877991,True,True,0.11687770485877991,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1551,"{""choices"": ""[\""riding mule --> baking cookies --> playing trombone --> water sliding\"", \""riding mule --> water sliding --> playing trombone --> baking cookies\"", \""water sliding --> baking cookies --> riding mule --> playing trombone\"", \""playing trombone --> riding mule --> water sliding --> baking cookies\""]"", ""correct_choice"": ""D"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_241""}",5_order/order_241,Please identify the option that corresponds to the order of events as they occur in the video.,"[""riding mule --> baking cookies --> playing trombone --> water sliding"", ""riding mule --> water sliding --> playing trombone --> baking cookies"", ""water sliding --> baking cookies --> riding mule --> playing trombone"", ""playing trombone --> riding mule --> water sliding --> baking cookies""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.5193264335393906,True,True,0.5193264335393906,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1552,"{""choices"": ""[\""clean and jerk --> shredding paper --> cooking sausages --> paragliding\"", \""cooking sausages --> shredding paper --> clean and jerk --> paragliding\"", \""shredding paper --> paragliding --> cooking sausages --> clean and jerk\"", \""paragliding --> shredding paper --> cooking sausages --> clean and jerk\""]"", ""correct_choice"": ""B"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_242""}",5_order/order_242,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""clean and jerk --> shredding paper --> cooking sausages --> paragliding"", ""cooking sausages --> shredding paper --> clean and jerk --> paragliding"", ""shredding paper --> paragliding --> cooking sausages --> clean and jerk"", ""paragliding --> shredding paper --> cooking sausages --> clean and jerk""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.728949747979641,True,True,0.728949747979641,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1553,"{""choices"": ""[\""pole vault --> zumba --> cleaning toilet --> shredding paper\"", \""pole vault --> shredding paper --> cleaning toilet --> zumba\"", \""zumba --> cleaning toilet --> shredding paper --> pole vault\"", \""cleaning toilet --> shredding paper --> pole vault --> zumba\""]"", ""correct_choice"": ""B"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_243""}",5_order/order_243,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""pole vault --> zumba --> cleaning toilet --> shredding paper"", ""pole vault --> shredding paper --> cleaning toilet --> zumba"", ""zumba --> cleaning toilet --> shredding paper --> pole vault"", ""cleaning toilet --> shredding paper --> pole vault --> zumba""]",order,B,A,B,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.18276001513004303,True,False,0.18276001513004303,True,False,llm,llm_verifier_disagreement,route_112,X,0.56,X has slightly better entropy and Y’s margin is not clearly stronger overall; evidence is mixed but leans X.,0.0,False,,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly better entropy and Y’s margin is not clearly stronger overall; evidence is mixed but leans X.""}"
1554,"{""choices"": ""[\""baking cookies --> zumba --> water sliding --> carving pumpkin\"", \""water sliding --> zumba --> baking cookies --> carving pumpkin\"", \""water sliding --> baking cookies --> zumba --> carving pumpkin\"", \""zumba --> water sliding --> carving pumpkin --> baking cookies\""]"", ""correct_choice"": ""C"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_244""}",5_order/order_244,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""baking cookies --> zumba --> water sliding --> carving pumpkin"", ""water sliding --> zumba --> baking cookies --> carving pumpkin"", ""water sliding --> baking cookies --> zumba --> carving pumpkin"", ""zumba --> water sliding --> carving pumpkin --> baking cookies""]",order,C,B,C,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.21196317672729492,True,False,0.21196317672729492,True,False,llm,llm_verifier_disagreement,route_224,Y,0.72,"Y has higher top1_prob and prob_margin, with lower entropy, so it looks more confident overall.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.72,""reason"":""Y has higher top1_prob and prob_margin, with lower entropy, so it looks more confident overall.""}"
1555,"{""choices"": ""[\""making jewelry --> riding mule --> playing trombone --> shredding paper\"", \""shredding paper --> riding mule --> making jewelry --> playing trombone\"", \""making jewelry --> shredding paper --> playing trombone --> riding mule\"", \""playing trombone --> riding mule --> making jewelry --> shredding paper\""]"", ""correct_choice"": ""A"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_246""}",5_order/order_246,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""making jewelry --> riding mule --> playing trombone --> shredding paper"", ""shredding paper --> riding mule --> making jewelry --> playing trombone"", ""making jewelry --> shredding paper --> playing trombone --> riding mule"", ""playing trombone --> riding mule --> making jewelry --> shredding paper""]",order,A,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.6292494013905525,True,True,0.6292494013905525,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1556,"{""choices"": ""[\""cooking sausages --> jetskiing --> cleaning toilet --> abseiling\"", \""abseiling --> jetskiing --> cooking sausages --> cleaning toilet\"", \""jetskiing --> abseiling --> cleaning toilet --> cooking sausages\"", \""abseiling --> cooking sausages --> cleaning toilet --> jetskiing\""]"", ""correct_choice"": ""C"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_247""}",5_order/order_247,Can you tell me which option represents the actual order of actions shown in the video?,"[""cooking sausages --> jetskiing --> cleaning toilet --> abseiling"", ""abseiling --> jetskiing --> cooking sausages --> cleaning toilet"", ""jetskiing --> abseiling --> cleaning toilet --> cooking sausages"", ""abseiling --> cooking sausages --> cleaning toilet --> jetskiing""]",order,C,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.2193232774734497,True,True,0.2193232774734497,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1557,"{""choices"": ""[\""paragliding --> stomping grapes --> carving pumpkin --> shredding paper\"", \""paragliding --> shredding paper --> carving pumpkin --> stomping grapes\"", \""shredding paper --> carving pumpkin --> stomping grapes --> paragliding\"", \""stomping grapes --> shredding paper --> carving pumpkin --> paragliding\""]"", ""correct_choice"": ""D"", ""question"": ""Which of the following options correctly matches the sequence of actions as they actually appear in the video?"", ""video_id"": ""5_order/order_249""}",5_order/order_249,Which of the following options correctly matches the sequence of actions as they actually appear in the video?,"[""paragliding --> stomping grapes --> carving pumpkin --> shredding paper"", ""paragliding --> shredding paper --> carving pumpkin --> stomping grapes"", ""shredding paper --> carving pumpkin --> stomping grapes --> paragliding"", ""stomping grapes --> shredding paper --> carving pumpkin --> paragliding""]",order,D,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.15003922581672668,True,True,0.15003922581672668,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1558,"{""choices"": ""[\""2->1->3->4\"", \""3->2->1->4\"", \""4->3->2->1\"", \""1->2->3->4\""]"", ""correct_choice"": ""D"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water."", ""video_id"": ""5_order/order_25""}",5_order/order_25,Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water.,"[""2->1->3->4"", ""3->2->1->4"", ""4->3->2->1"", ""1->2->3->4""]",order,D,D,D,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.7173697650432587,True,True,0.7173697650432587,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1559,"{""choices"": ""[\""pole vault --> baking cookies --> tossing coin --> abseiling\"", \""tossing coin --> pole vault --> baking cookies --> abseiling\"", \""baking cookies --> tossing coin --> pole vault --> abseiling\"", \""baking cookies --> abseiling --> tossing coin --> pole vault\""]"", ""correct_choice"": ""C"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_250""}",5_order/order_250,Can you tell me which option represents the actual order of actions shown in the video?,"[""pole vault --> baking cookies --> tossing coin --> abseiling"", ""tossing coin --> pole vault --> baking cookies --> abseiling"", ""baking cookies --> tossing coin --> pole vault --> abseiling"", ""baking cookies --> abseiling --> tossing coin --> pole vault""]",order,C,C,C,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.6849512383341789,True,True,0.6849512383341789,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1560,"{""choices"": ""[\""playing trombone --> carving pumpkin --> playing harp --> cleaning toilet\"", \""playing trombone --> cleaning toilet --> carving pumpkin --> playing harp\"", \""cleaning toilet --> playing trombone --> playing harp --> carving pumpkin\"", \""playing harp --> carving pumpkin --> playing trombone --> cleaning toilet\""]"", ""correct_choice"": ""A"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_252""}",5_order/order_252,Please identify the option that corresponds to the order of events as they occur in the video.,"[""playing trombone --> carving pumpkin --> playing harp --> cleaning toilet"", ""playing trombone --> cleaning toilet --> carving pumpkin --> playing harp"", ""cleaning toilet --> playing trombone --> playing harp --> carving pumpkin"", ""playing harp --> carving pumpkin --> playing trombone --> cleaning toilet""]",order,A,B,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.050886720418930054,True,False,0.050886720418930054,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,Y has higher top1_prob and much larger prob_margin; entropy is essentially tied.,0.0,False,,,224,112,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and much larger prob_margin; entropy is essentially tied.""}"
1561,"{""choices"": ""[\""shredding paper --> making jewelry --> playing harp --> cooking sausages\"", \""shredding paper --> cooking sausages --> making jewelry --> playing harp\"", \""making jewelry --> playing harp --> cooking sausages --> shredding paper\"", \""playing harp --> making jewelry --> cooking sausages --> shredding paper\""]"", ""correct_choice"": ""B"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_253""}",5_order/order_253,Please identify the option that corresponds to the order of events as they occur in the video.,"[""shredding paper --> making jewelry --> playing harp --> cooking sausages"", ""shredding paper --> cooking sausages --> making jewelry --> playing harp"", ""making jewelry --> playing harp --> cooking sausages --> shredding paper"", ""playing harp --> making jewelry --> cooking sausages --> shredding paper""]",order,B,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.462598517537117,True,True,0.462598517537117,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1562,"{""choices"": ""[\""clean and jerk --> cooking sausages --> playing harp --> making jewelry\"", \""cooking sausages --> making jewelry --> clean and jerk --> playing harp\"", \""playing harp --> cooking sausages --> clean and jerk --> making jewelry\"", \""cooking sausages --> making jewelry --> playing harp --> clean and jerk\""]"", ""correct_choice"": ""C"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_254""}",5_order/order_254,Please identify the option that corresponds to the order of events as they occur in the video.,"[""clean and jerk --> cooking sausages --> playing harp --> making jewelry"", ""cooking sausages --> making jewelry --> clean and jerk --> playing harp"", ""playing harp --> cooking sausages --> clean and jerk --> making jewelry"", ""cooking sausages --> making jewelry --> playing harp --> clean and jerk""]",order,C,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.505633533000946,True,True,0.505633533000946,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1563,"{""choices"": ""[\""tossing coin --> clean and jerk --> carving pumpkin --> milking cow\"", \""tossing coin --> milking cow --> clean and jerk --> carving pumpkin\"", \""clean and jerk --> tossing coin --> carving pumpkin --> milking cow\"", \""milking cow --> clean and jerk --> tossing coin --> carving pumpkin\""]"", ""correct_choice"": ""D"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_255""}",5_order/order_255,Can you tell me which option represents the actual order of actions shown in the video?,"[""tossing coin --> clean and jerk --> carving pumpkin --> milking cow"", ""tossing coin --> milking cow --> clean and jerk --> carving pumpkin"", ""clean and jerk --> tossing coin --> carving pumpkin --> milking cow"", ""milking cow --> clean and jerk --> tossing coin --> carving pumpkin""]",order,D,C,B,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.15678121149539948,True,False,0.15678121149539948,True,False,llm,llm_verifier_disagreement,route_224,Y,0.67,"Y has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.",0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has higher top1_prob and prob_margin, with slightly lower entropy, so it looks more confident overall.""}"
1564,"{""choices"": ""[\""shredding paper --> clean and jerk --> playing trombone --> javelin throw\"", \""javelin throw --> shredding paper --> playing trombone --> clean and jerk\"", \""clean and jerk --> javelin throw --> playing trombone --> shredding paper\"", \""shredding paper --> javelin throw --> clean and jerk --> playing trombone\""]"", ""correct_choice"": ""B"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_256""}",5_order/order_256,Can you tell me which option represents the actual order of actions shown in the video?,"[""shredding paper --> clean and jerk --> playing trombone --> javelin throw"", ""javelin throw --> shredding paper --> playing trombone --> clean and jerk"", ""clean and jerk --> javelin throw --> playing trombone --> shredding paper"", ""shredding paper --> javelin throw --> clean and jerk --> playing trombone""]",order,B,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.3798372149467468,True,True,0.3798372149467468,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1565,"{""choices"": ""[\""zumba --> playing harp --> carving pumpkin --> pole vault\"", \""zumba --> pole vault --> carving pumpkin --> playing harp\"", \""pole vault --> zumba --> carving pumpkin --> playing harp\"", \""zumba --> pole vault --> playing harp --> carving pumpkin\""]"", ""correct_choice"": ""A"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_257""}",5_order/order_257,Can you tell me which option represents the actual order of actions shown in the video?,"[""zumba --> playing harp --> carving pumpkin --> pole vault"", ""zumba --> pole vault --> carving pumpkin --> playing harp"", ""pole vault --> zumba --> carving pumpkin --> playing harp"", ""zumba --> pole vault --> playing harp --> carving pumpkin""]",order,A,B,B,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.2998897433280945,True,True,0.2998897433280945,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1566,"{""choices"": ""[\""javelin throw --> stomping grapes --> tossing coin --> cooking sausages\"", \""tossing coin --> stomping grapes --> javelin throw --> cooking sausages\"", \""cooking sausages --> javelin throw --> stomping grapes --> tossing coin\"", \""javelin throw --> stomping grapes --> cooking sausages --> tossing coin\""]"", ""correct_choice"": ""A"", ""question"": ""Please identify the option that corresponds to the order of events as they occur in the video."", ""video_id"": ""5_order/order_258""}",5_order/order_258,Please identify the option that corresponds to the order of events as they occur in the video.,"[""javelin throw --> stomping grapes --> tossing coin --> cooking sausages"", ""tossing coin --> stomping grapes --> javelin throw --> cooking sausages"", ""cooking sausages --> javelin throw --> stomping grapes --> tossing coin"", ""javelin throw --> stomping grapes --> cooking sausages --> tossing coin""]",order,A,D,A,0.0,1.0,route_224,prob_margin,0.8,lt,224,112,0.2717195749282837,True,False,0.2717195749282837,True,False,llm,llm_verifier_disagreement,route_224,Y,0.79,"Y has higher top1_prob and much larger prob_margin, indicating stronger support overall.",0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.79,""reason"":""Y has higher top1_prob and much larger prob_margin, indicating stronger support overall.""}"
1567,"{""choices"": ""[\""paragliding --> milking cow --> clean and jerk --> stomping grapes\"", \""stomping grapes --> clean and jerk --> milking cow --> paragliding\"", \""clean and jerk --> paragliding --> stomping grapes --> milking cow\"", \""paragliding --> clean and jerk --> stomping grapes --> milking cow\""]"", ""correct_choice"": ""C"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_259""}",5_order/order_259,Can you tell me which option represents the actual order of actions shown in the video?,"[""paragliding --> milking cow --> clean and jerk --> stomping grapes"", ""stomping grapes --> clean and jerk --> milking cow --> paragliding"", ""clean and jerk --> paragliding --> stomping grapes --> milking cow"", ""paragliding --> clean and jerk --> stomping grapes --> milking cow""]",order,C,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.569784477353096,True,True,0.569784477353096,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1568,"{""choices"": ""[\""4->3->2->1\"", \""1->2->3->4\"", \""3->2->1->4\"", \""2->1->3->4\""]"", ""correct_choice"": ""B"", ""question"": ""Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water."", ""video_id"": ""5_order/order_26""}",5_order/order_26,Arrange the following events from the video in the correct chronological order: (1)Two people are paddling down rapids on a river in canoes; (2)One of them stops at a bank where there is a person in a blue canoe; (3)People are seen in a group large red tube rapids ride; (4)They pass by a building and then fall into the water.,"[""4->3->2->1"", ""1->2->3->4"", ""3->2->1->4"", ""2->1->3->4""]",order,B,B,B,1.0,1.0,tie,prob_margin,0.8,lt,224,112,0.1147041916847229,True,True,0.1147041916847229,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1569,"{""choices"": ""[\""jetskiing --> paragliding --> abseiling --> zumba\"", \""abseiling --> zumba --> paragliding --> jetskiing\"", \""zumba --> jetskiing --> abseiling --> paragliding\"", \""zumba --> jetskiing --> paragliding --> abseiling\""]"", ""correct_choice"": ""A"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_260""}",5_order/order_260,Can you tell me which option represents the actual order of actions shown in the video?,"[""jetskiing --> paragliding --> abseiling --> zumba"", ""abseiling --> zumba --> paragliding --> jetskiing"", ""zumba --> jetskiing --> abseiling --> paragliding"", ""zumba --> jetskiing --> paragliding --> abseiling""]",order,A,D,D,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.1150297224521637,True,True,0.1150297224521637,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
1570,"{""choices"": ""[\""water sliding --> making jewelry --> paragliding --> playing trombone\"", \""making jewelry --> paragliding --> water sliding --> playing trombone\"", \""making jewelry --> paragliding --> playing trombone --> water sliding\"", \""paragliding --> water sliding --> making jewelry --> playing trombone\""]"", ""correct_choice"": ""D"", ""question"": ""Can you tell me which option represents the actual order of actions shown in the video?"", ""video_id"": ""5_order/order_261""}",5_order/order_261,Can you tell me which option represents the actual order of actions shown in the video?,"[""water sliding --> making jewelry --> paragliding --> playing trombone"", ""making jewelry --> paragliding --> water sliding --> playing trombone"", ""making jewelry --> paragliding --> playing trombone --> water sliding"", ""paragliding --> water sliding --> making jewelry --> playing trombone""]",order,D,C,C,0.0,0.0,tie,prob_margin,0.8,lt,224,112,0.05058649182319641,True,True,0.05058649182319641,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu-confidence/fs224_lb18_rs36/1_0.csv,
